Year,month,town,,storey_range,floorArea,flat_model,lease_commence_date,remaining_lease month,resale_price,roomTyp,tenure,price,block_loc,block_num
2023,9,BUKIT BATOK,,01 TO 03,121,Improved,1997,3,650000,5,73,5371.900826,BT BATOK ST 24,290F
2023,9,BUKIT BATOK,,16 TO 18,121,Improved,1997,4,676888,5,73,5594.115702,BT BATOK ST 25,289D
2023,9,BUKIT BATOK,,16 TO 18,120,Improved,1997,3,710000,5,73,5916.666667,BT BATOK ST 25,289D
2023,9,BUKIT BATOK,,10 TO 12,120,Improved,1987,9,578000,5,62,4816.666667,BT BATOK WEST AVE 2,426
2023,9,BUKIT BATOK,,01 TO 03,118,Improved,2004,0,610000,5,80,5169.491525,BT BATOK WEST AVE 5,394
2023,9,BUKIT BATOK,,19 TO 21,132,Model A,1985,8,790000,5,60,5984.848485,BT BATOK WEST AVE 6,115
2023,9,BUKIT BATOK,,10 TO 12,115,Improved,2019,7,760000,5,94,6608.695652,BT BATOK WEST AVE 6,452A
2023,9,BUKIT BATOK,,10 TO 12,115,Improved,2019,7,778000,5,94,6765.217391,BT BATOK WEST AVE 6,453A
2023,9,BUKIT BATOK,,13 TO 15,115,Improved,2019,6,773800,5,94,6728.695652,BT BATOK WEST AVE 6,453A
2023,9,BUKIT BATOK,,10 TO 12,115,Improved,2019,7,750000,5,94,6521.73913,BT BATOK WEST AVE 6,453B
2023,9,BUKIT BATOK,,07 TO 09,132,Model A,1985,6,675000,5,60,5113.636364,BT BATOK WEST AVE 6,111
2023,9,BUKIT BATOK,,01 TO 03,112,Improved,2019,7,700000,5,94,6250,BT BATOK WEST AVE 8,442A
2023,9,BUKIT BATOK,,13 TO 15,112,Improved,2019,7,735000,5,94,6562.5,BT BATOK WEST AVE 8,442A
2023,9,BUKIT BATOK,,13 TO 15,112,Improved,2019,6,800000,5,94,7142.857143,BT BATOK WEST AVE 8,440C
2023,9,BUKIT BATOK,,10 TO 12,112,Improved,2019,4,762000,5,94,6803.571429,BT BATOK WEST AVE 8,445A
2023,9,BUKIT BATOK,,04 TO 06,112,Improved,2019,7,720000,5,94,6428.571429,BT BATOK WEST AVE 8,442A
2023,9,BUKIT BATOK,,01 TO 03,147,Maisonette,1986,8,771349,0,61,5247.272109,BT BATOK ST 31,355
2023,9,BUKIT BATOK,,01 TO 03,147,Maisonette,1987,10,730000,0,62,4965.986395,BT BATOK ST 31,354
2023,10,BUKIT BATOK,,19 TO 21,47,Model A,2019,6,349000,2,94,7425.531915,BT BATOK WEST AVE 6,450D
2023,10,BUKIT BATOK,,04 TO 06,47,Model A,2019,6,340000,2,94,7234.042553,BT BATOK WEST AVE 6,450D
2023,10,BUKIT BATOK,,01 TO 03,47,2-room,2019,7,320000,2,94,6808.510638,BT BATOK WEST AVE 9,448B
2023,10,BUKIT BATOK,,13 TO 15,47,Model A,2019,6,333000,2,94,7085.106383,BT BATOK WEST AVE 9,448A
2023,10,BUKIT BATOK,,07 TO 09,64,Simplified,1987,5,360000,3,62,5625,BT BATOK EAST AVE 4,267
2023,10,BUKIT BATOK,,04 TO 06,73,Model A,1985,9,355000,3,60,4863.013699,BT BATOK EAST AVE 4,260
2023,10,BUKIT BATOK,,01 TO 03,73,Model A,1985,9,360000,3,60,4931.506849,BT BATOK EAST AVE 4,263
2023,10,BUKIT BATOK,,01 TO 03,74,New Generation,1985,5,385000,3,60,5202.702703,BT BATOK EAST AVE 5,239
2023,10,BUKIT BATOK,,10 TO 12,69,New Generation,1985,9,395000,3,60,5724.637681,BT BATOK EAST AVE 5,235
2023,10,BUKIT BATOK,,07 TO 09,73,Model A,1985,5,365000,3,60,5000,BT BATOK EAST AVE 5,247
2023,10,BUKIT BATOK,,04 TO 06,73,Model A,1984,10,372888,3,59,5108.054795,BT BATOK ST 11,161
2023,10,BUKIT BATOK,,07 TO 09,73,Model A,1984,2,370000,3,60,5068.493151,BT BATOK ST 11,164
2023,10,BUKIT BATOK,,07 TO 09,67,New Generation,1984,2,380000,3,60,5671.641791,BT BATOK ST 21,215
2023,10,BUKIT BATOK,,07 TO 09,73,Model A,1983,10,394000,3,58,5397.260274,BT BATOK ST 21,208
2023,10,BUKIT BATOK,,19 TO 21,68,Model A,2019,4,515000,3,94,7573.529412,BT BATOK ST 21,293D
2023,10,BUKIT BATOK,,04 TO 06,64,Simplified,1988,5,380000,3,63,5937.5,BT BATOK ST 31,374
2023,10,BUKIT BATOK,,07 TO 09,67,Model A,2019,6,448000,3,94,6686.567164,BT BATOK ST 31,377
2023,10,BUKIT BATOK,,04 TO 06,68,New Generation,1985,8,390000,3,60,5735.294118,BT BATOK ST 31,308
2023,10,BUKIT BATOK,,07 TO 09,64,Simplified,1987,3,360000,3,63,5625,BT BATOK ST 32,333
2023,10,BUKIT BATOK,,01 TO 03,64,Simplified,1988,7,338800,3,63,5293.75,BT BATOK ST 33,324
2023,10,BUKIT BATOK,,04 TO 06,64,Simplified,1988,10,365000,3,63,5703.125,BT BATOK ST 34,347
2023,10,BUKIT BATOK,,01 TO 03,73,Model A,1986,10,380000,3,61,5205.479452,BT BATOK ST 52,536
2023,10,BUKIT BATOK,,10 TO 12,73,Model A,1986,8,365000,3,61,5000,BT BATOK WEST AVE 4,417
2023,10,BUKIT BATOK,,01 TO 03,68,New Generation,1988,6,340000,3,63,5000,BT BATOK WEST AVE 4,407
2023,10,BUKIT BATOK,,04 TO 06,68,New Generation,1984,6,370000,3,59,5441.176471,BT BATOK WEST AVE 6,147
2023,10,BUKIT BATOK,,10 TO 12,59,Improved,1985,4,348000,3,60,5898.305085,BT BATOK WEST AVE 6,109
2023,10,BUKIT BATOK,,07 TO 09,68,New Generation,1984,11,371000,3,59,5455.882353,BT BATOK WEST AVE 6,148
2023,10,BUKIT BATOK,,07 TO 09,68,New Generation,1984,10,380000,3,59,5588.235294,BT BATOK WEST AVE 6,146
2023,10,BUKIT BATOK,,01 TO 03,59,Improved,1985,3,330000,3,60,5593.220339,BT BATOK WEST AVE 6,109
2023,10,BUKIT BATOK,,07 TO 09,67,Model A,2019,5,455000,3,94,6791.044776,BT BATOK WEST AVE 6,451A
2023,10,BUKIT BATOK,,19 TO 21,67,Model A,2019,5,500000,3,94,7462.686567,BT BATOK WEST AVE 6,451A
2023,10,BUKIT BATOK,,04 TO 06,68,New Generation,1984,10,360000,3,59,5294.117647,BT BATOK WEST AVE 6,138
2023,10,BUKIT BATOK,,04 TO 06,93,Model A,2019,0,598000,4,95,6430.107527,BT BATOK WEST AVE 8,461A
2023,10,BUKIT BATOK,,04 TO 06,67,Model A,2019,6,427000,3,94,6373.134328,BT BATOK WEST AVE 8,441A
2023,10,BUKIT BATOK,,04 TO 06,67,New Generation,1984,4,368000,3,60,5492.537313,BT BATOK WEST AVE 8,182
2023,10,BUKIT BATOK,,04 TO 06,67,Model A,2019,6,420000,3,94,6268.656716,BT BATOK WEST AVE 8,441A
2023,10,BUKIT BATOK,,04 TO 06,73,Model A,1984,3,365000,3,60,5000,BT BATOK WEST AVE 8,178
2023,10,BUKIT BATOK,,01 TO 03,67,New Generation,1984,2,372500,3,60,5559.701493,BT BATOK WEST AVE 8,182
2023,10,BUKIT BATOK,,01 TO 03,68,Model A,2019,6,425000,3,94,6250,BT BATOK WEST AVE 9,448A
2023,10,BUKIT BATOK,,07 TO 09,68,Model A,2019,5,455000,3,94,6691.176471,BT BATOK WEST AVE 9,448C
2023,10,BUKIT BATOK,,13 TO 15,68,Model A,2019,5,430000,3,94,6323.529412,BT BATOK WEST AVE 9,448C
2023,10,BUKIT BATOK,,01 TO 03,103,Model A,1997,11,593000,4,72,5757.281553,BT BATOK CTRL,626
2023,10,BUKIT BATOK,,19 TO 21,90,Model A,2003,2,755000,4,79,8388.888889,BT BATOK CTRL,622
2023,10,BUKIT BATOK,,07 TO 09,103,Model A,1985,6,500000,4,60,4854.368932,BT BATOK EAST AVE 4,258
2023,10,BUKIT BATOK,,01 TO 03,89,Simplified,1986,0,450000,4,62,5056.179775,BT BATOK EAST AVE 4,269
2023,10,BUKIT BATOK,,22 TO 24,93,Model A,2019,4,731000,4,94,7860.215054,BT BATOK EAST AVE 6,292B
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2019,4,650000,4,94,6989.247312,BT BATOK EAST AVE 6,292B
2023,10,BUKIT BATOK,,07 TO 09,93,Model A,2019,3,645000,4,94,6935.483871,BT BATOK EAST AVE 6,292B
2023,10,BUKIT BATOK,,07 TO 09,93,Model A,2019,4,648888,4,94,6977.290323,BT BATOK ST 21,293A
2023,10,BUKIT BATOK,,04 TO 06,93,Model A,2019,3,608000,4,94,6537.634409,BT BATOK ST 21,293D
2023,10,BUKIT BATOK,,07 TO 09,103,Model A,1985,5,530000,4,60,5145.631068,BT BATOK ST 21,209
2023,10,BUKIT BATOK,,22 TO 24,93,Model A,2019,3,722888,4,94,7772.989247,BT BATOK ST 21,293D
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2019,4,678000,4,94,7290.322581,BT BATOK ST 21,293A
2023,10,BUKIT BATOK,,13 TO 15,95,Premium Apartment,2018,6,750000,4,93,7894.736842,BT BATOK ST 22,296A
2023,10,BUKIT BATOK,,22 TO 24,92,Premium Apartment,2018,6,720000,4,93,7826.086957,BT BATOK ST 22,296C
2023,10,BUKIT BATOK,,28 TO 30,92,Premium Apartment,2018,6,777777,4,93,8454.097826,BT BATOK ST 22,296C
2023,10,BUKIT BATOK,,04 TO 06,92,Model A2,1998,8,496888,4,73,5400.956522,BT BATOK ST 25,288D
2023,10,BUKIT BATOK,,07 TO 09,101,Model A,1998,10,518000,4,73,5128.712871,BT BATOK ST 25,289G
2023,10,BUKIT BATOK,,04 TO 06,92,Model A2,1998,9,476000,4,73,5173.913043,BT BATOK ST 25,289F
2023,10,BUKIT BATOK,,01 TO 03,92,Model A2,1998,7,515000,4,73,5597.826087,BT BATOK ST 25,288D
2023,10,BUKIT BATOK,,07 TO 09,94,New Generation,1987,1,510000,4,63,5425.531915,BT BATOK ST 31,363
2023,10,BUKIT BATOK,,04 TO 06,94,New Generation,1987,1,505000,4,63,5372.340426,BT BATOK ST 31,360
2023,10,BUKIT BATOK,,10 TO 12,99,New Generation,1987,10,525000,4,62,5303.030303,BT BATOK ST 31,367
2023,10,BUKIT BATOK,,04 TO 06,84,Simplified,1988,9,450000,4,63,5357.142857,BT BATOK ST 31,359
2023,10,BUKIT BATOK,,07 TO 09,104,Model A,1986,1,505000,4,62,4855.769231,BT BATOK ST 31,358
2023,10,BUKIT BATOK,,07 TO 09,93,New Generation,1985,1,488000,4,61,5247.311828,BT BATOK ST 33,322
2023,10,BUKIT BATOK,,04 TO 06,84,Simplified,1987,4,442000,4,62,5261.904762,BT BATOK ST 34,348
2023,10,BUKIT BATOK,,01 TO 03,104,Model A,1986,1,500000,4,62,4807.692308,BT BATOK ST 34,337
2023,10,BUKIT BATOK,,07 TO 09,83,Simplified,1986,0,440000,4,62,5301.204819,BT BATOK ST 51,531
2023,10,BUKIT BATOK,,07 TO 09,84,Simplified,1986,1,465000,4,62,5535.714286,BT BATOK ST 52,511
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2020,4,640000,4,95,6881.72043,BT BATOK WEST AVE 5,435C
2023,10,BUKIT BATOK,,13 TO 15,90,Model A,2005,4,535000,4,80,5944.444444,BT BATOK WEST AVE 5,383
2023,10,BUKIT BATOK,,22 TO 24,92,Model A,2004,11,555000,4,79,6032.608696,BT BATOK WEST AVE 5,391
2023,10,BUKIT BATOK,,16 TO 18,93,Model A,2019,6,660000,4,94,7096.774194,BT BATOK WEST AVE 6,453A
2023,10,BUKIT BATOK,,10 TO 12,93,Model A,2019,6,615000,4,94,6612.903226,BT BATOK WEST AVE 6,452A
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2019,6,618000,4,94,6645.16129,BT BATOK WEST AVE 6,453B
2023,10,BUKIT BATOK,,04 TO 06,93,Model A,2019,6,600000,4,94,6451.612903,BT BATOK WEST AVE 6,450C
2023,10,BUKIT BATOK,,04 TO 06,93,Model A,2019,6,562000,4,94,6043.010753,BT BATOK WEST AVE 6,450B
2023,10,BUKIT BATOK,,01 TO 03,120,Model A,1985,9,575000,4,60,4791.666667,BT BATOK WEST AVE 6,102
2023,10,BUKIT BATOK,,22 TO 24,93,Model A,2019,6,595000,4,94,6397.849462,BT BATOK WEST AVE 6,450C
2023,10,BUKIT BATOK,,10 TO 12,113,Model A,1989,5,598000,4,64,5292.035398,BT BATOK WEST AVE 6,187
2023,10,BUKIT BATOK,,22 TO 24,93,Model A,2019,6,680000,4,94,7311.827957,BT BATOK WEST AVE 6,452A
2023,10,BUKIT BATOK,,13 TO 15,95,Premium Apartment,2017,9,710000,4,92,7473.684211,BT BATOK WEST AVE 6,194A
2023,10,BUKIT BATOK,,19 TO 21,93,Model A,2019,6,670000,4,94,7204.301075,BT BATOK WEST AVE 6,451B
2023,10,BUKIT BATOK,,01 TO 03,93,Model A,2019,5,580000,4,94,6236.55914,BT BATOK WEST AVE 6,450C
2023,10,BUKIT BATOK,,07 TO 09,92,Model A,2019,7,600000,4,94,6521.73913,BT BATOK WEST AVE 8,442C
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2019,0,665000,4,95,7150.537634,BT BATOK WEST AVE 8,461C
2023,10,BUKIT BATOK,,16 TO 18,93,Model A,2019,11,658000,4,94,7075.268817,BT BATOK WEST AVE 8,461D
2023,10,BUKIT BATOK,,13 TO 15,93,Model A,2019,0,658000,4,95,7075.268817,BT BATOK WEST AVE 8,461B
2023,10,BUKIT BATOK,,07 TO 09,92,Model A,2019,6,623800,4,94,6780.434783,BT BATOK WEST AVE 8,440B
2023,10,BUKIT BATOK,,04 TO 06,92,Model A,2019,5,600000,4,94,6521.73913,BT BATOK WEST AVE 8,440D
2023,10,BUKIT BATOK,,13 TO 15,92,Model A,2019,5,630000,4,94,6847.826087,BT BATOK WEST AVE 8,441C
2023,10,BUKIT BATOK,,13 TO 15,92,Model A,2019,6,588888,4,94,6400.956522,BT BATOK WEST AVE 8,440B
2023,10,BUKIT BATOK,,10 TO 12,103,Model A,1985,6,530000,4,60,5145.631068,BT BATOK WEST AVE 8,171
2023,10,BUKIT BATOK,,16 TO 18,93,Model A,2019,0,620000,4,95,6666.666667,BT BATOK WEST AVE 8,461A
2023,10,BUKIT BATOK,,01 TO 03,92,Model A,2019,5,580000,4,94,6304.347826,BT BATOK WEST AVE 8,443B
2023,10,BUKIT BATOK,,10 TO 12,92,Model A,2019,5,625000,4,94,6793.478261,BT BATOK WEST AVE 8,441A
2023,10,BUKIT BATOK,,10 TO 12,93,Model A,2019,11,660000,4,94,7096.774194,BT BATOK WEST AVE 8,461A
2023,10,BUKIT BATOK,,10 TO 12,93,Model A,2019,11,660000,4,94,7096.774194,BT BATOK WEST AVE 8,461A
2023,10,BUKIT BATOK,,07 TO 09,93,Model A,2019,6,635000,4,94,6827.956989,BT BATOK WEST AVE 9,449A
2023,10,BUKIT BATOK,,16 TO 18,93,Model A,2019,5,650000,4,94,6989.247312,BT BATOK WEST AVE 9,449A
2023,10,BUKIT BATOK,,01 TO 03,93,Model A,2019,6,565000,4,94,6075.268817,BT BATOK WEST AVE 9,448C
2023,10,BUKIT BATOK,,16 TO 18,93,Model A,2019,5,655000,4,94,7043.010753,BT BATOK WEST AVE 9,449A
2023,10,BUKIT BATOK,,19 TO 21,113,Improved,2019,3,840000,5,94,7433.628319,BT BATOK EAST AVE 6,292C
2023,10,BUKIT BATOK,,10 TO 12,113,Improved,2019,4,815000,5,94,7212.389381,BT BATOK ST 21,293A
2023,10,BUKIT BATOK,,07 TO 09,113,Improved,2019,3,810000,5,94,7168.141593,BT BATOK ST 21,293A
2023,10,BUKIT BATOK,,16 TO 18,113,Premium Apartment,2018,5,875000,5,93,7743.362832,BT BATOK ST 22,296C
2023,10,BUKIT BATOK,,07 TO 09,122,Improved,1998,10,670000,5,73,5491.803279,BT BATOK ST 25,288F
2023,10,BUKIT BATOK,,01 TO 03,122,Improved,1986,1,595000,5,62,4877.04918,BT BATOK ST 52,511
2023,10,BUKIT BATOK,,07 TO 09,118,Improved,2004,1,693000,5,80,5872.881356,BT BATOK WEST AVE 5,393
2023,10,BUKIT BATOK,,10 TO 12,118,Improved,2004,1,708000,5,80,6000,BT BATOK WEST AVE 5,392
2023,10,BUKIT BATOK,,04 TO 06,113,Improved,2020,5,745000,5,95,6592.920354,BT BATOK WEST AVE 5,435C
2023,10,BUKIT BATOK,,13 TO 15,115,Improved,2004,0,688888.88,5,80,5990.338087,BT BATOK WEST AVE 5,393
2023,10,BUKIT BATOK,,22 TO 24,118,Improved,2005,4,690000,5,80,5847.457627,BT BATOK WEST AVE 5,389
2023,10,BUKIT BATOK,,04 TO 06,112,Premium Apartment,2017,10,770000,5,92,6875,BT BATOK WEST AVE 6,194A
2023,10,BUKIT BATOK,,10 TO 12,115,Improved,2019,6,777888,5,94,6764.243478,BT BATOK WEST AVE 6,453B
2023,10,BUKIT BATOK,,13 TO 15,113,Improved,2019,5,780000,5,94,6902.654867,BT BATOK WEST AVE 6,451B
2023,10,BUKIT BATOK,,04 TO 06,115,Improved,2019,6,728000,5,94,6330.434783,BT BATOK WEST AVE 6,453B
2023,10,BUKIT BATOK,,07 TO 09,115,Improved,2019,6,800000,5,94,6956.521739,BT BATOK WEST AVE 6,452A
2023,10,BUKIT BATOK,,10 TO 12,115,Premium Apartment,2017,9,840000,5,92,7304.347826,BT BATOK WEST AVE 6,194A
2023,10,BUKIT BATOK,,04 TO 06,150,Model A,1985,9,730000,5,60,4866.666667,BT BATOK WEST AVE 6,102
2023,10,BUKIT BATOK,,10 TO 12,115,Improved,2019,5,835000,5,94,7260.869565,BT BATOK WEST AVE 6,450B
2023,10,BUKIT BATOK,,10 TO 12,115,Improved,2019,5,770000,5,94,6695.652174,BT BATOK WEST AVE 6,453A
2023,10,BUKIT BATOK,,10 TO 12,114,Improved,2019,0,775000,5,95,6798.245614,BT BATOK WEST AVE 8,461D
2023,10,BUKIT BATOK,,13 TO 15,114,Improved,2019,0,720000,5,95,6315.789474,BT BATOK WEST AVE 8,461D
2023,10,BUKIT BATOK,,01 TO 03,112,Improved,2019,4,680000,5,94,6071.428571,BT BATOK WEST AVE 8,446A
2023,10,BUKIT BATOK,,07 TO 09,114,Improved,2019,0,728888,5,95,6393.754386,BT BATOK WEST AVE 8,461D
2023,10,BUKIT BATOK,,13 TO 15,114,Improved,2019,0,815000,5,95,7149.122807,BT BATOK WEST AVE 8,461A
2023,10,BUKIT BATOK,,04 TO 06,112,Improved,2019,5,720000,5,94,6428.571429,BT BATOK WEST AVE 8,442B
2023,10,BUKIT BATOK,,10 TO 12,114,Improved,2019,0,738000,5,95,6473.684211,BT BATOK WEST AVE 8,461D
2023,10,BUKIT BATOK,,04 TO 06,114,Improved,2019,0,715000,5,95,6271.929825,BT BATOK WEST AVE 8,461C
2023,10,BUKIT BATOK,,04 TO 06,150,Maisonette,1985,9,820000,0,60,5466.666667,BT BATOK CTRL,122
2023,10,BUKIT BATOK,,07 TO 09,148,Maisonette,1985,9,855000,0,60,5777.027027,BT BATOK CTRL,122
2023,10,BUKIT BATOK,,01 TO 03,146,Apartment,1985,4,795000,0,60,5445.205479,BT BATOK EAST AVE 3,222
2023,10,BUKIT BATOK,,07 TO 09,144,Apartment,1998,11,888888,0,73,6172.833333,BT BATOK ST 25,288F
2023,10,BUKIT BATOK,,07 TO 09,144,Apartment,1997,3,948000,0,73,6583.333333,BT BATOK ST 25,288A
2023,10,BUKIT BATOK,,01 TO 03,152,Maisonette,1986,5,818000,0,61,5381.578947,BT BATOK ST 31,366
2023,10,BUKIT BATOK,,10 TO 12,152,Maisonette,1986,5,850000,0,61,5592.105263,BT BATOK ST 31,366
2023,11,BUKIT BATOK,,16 TO 18,47,2-room,2019,3,357000,2,94,7595.744681,BT BATOK EAST AVE 6,292A
2023,11,BUKIT BATOK,,07 TO 09,47,2-room,2019,2,330000,2,94,7021.276596,BT BATOK EAST AVE 6,292A
2023,11,BUKIT BATOK,,13 TO 15,47,Model A,2019,5,375000,2,94,7978.723404,BT BATOK WEST AVE 9,448A
2023,11,BUKIT BATOK,,04 TO 06,38,Model A,2019,5,290000,2,94,7631.578947,BT BATOK WEST AVE 9,448B
2023,11,BUKIT BATOK,,07 TO 09,67,New Generation,1985,7,377000,3,60,5626.865672,BT BATOK CTRL,228
2023,11,BUKIT BATOK,,01 TO 03,67,New Generation,1985,7,369000,3,60,5507.462687,BT BATOK EAST AVE 3,229
2023,11,BUKIT BATOK,,04 TO 06,64,Simplified,1988,5,355000,3,63,5546.875,BT BATOK EAST AVE 3,283
2023,11,BUKIT BATOK,,04 TO 06,64,Simplified,1988,5,365000,3,63,5703.125,BT BATOK EAST AVE 3,283
2023,11,BUKIT BATOK,,04 TO 06,69,New Generation,1985,0,390000,3,61,5652.173913,BT BATOK EAST AVE 3,230
2023,11,BUKIT BATOK,,04 TO 06,67,New Generation,1985,9,358000,3,60,5343.283582,BT BATOK EAST AVE 4,259
2023,11,BUKIT BATOK,,01 TO 03,73,Model A,1985,5,367888,3,60,5039.561644,BT BATOK EAST AVE 4,264
2023,11,BUKIT BATOK,,01 TO 03,64,Simplified,1986,10,350000,3,61,5468.75,BT BATOK EAST AVE 4,271
2023,11,BUKIT BATOK,,04 TO 06,69,New Generation,1985,8,360000,3,60,5217.391304,BT BATOK EAST AVE 5,231
2023,11,BUKIT BATOK,,10 TO 12,67,New Generation,1985,7,373000,3,60,5567.164179,BT BATOK EAST AVE 5,235
2023,11,BUKIT BATOK,,01 TO 03,67,New Generation,1985,0,340000,3,61,5074.626866,BT BATOK EAST AVE 5,240
2023,11,BUKIT BATOK,,10 TO 12,73,Model A,1984,2,415000,3,60,5684.931507,BT BATOK ST 11,164
2023,11,BUKIT BATOK,,04 TO 06,73,Model A,1984,9,380000,3,59,5205.479452,BT BATOK ST 11,161
2023,11,BUKIT BATOK,,10 TO 12,73,Model A,1983,1,383888,3,59,5258.739726,BT BATOK ST 21,206
2023,11,BUKIT BATOK,,04 TO 06,73,Model A,1985,4,420000,3,60,5753.424658,BT BATOK ST 21,205
2023,11,BUKIT BATOK,,28 TO 30,68,Premium Apartment,2018,4,525000,3,93,7720.588235,BT BATOK ST 22,296B
2023,11,BUKIT BATOK,,10 TO 12,67,Model A,2019,7,520000,3,94,7761.19403,BT BATOK ST 31,377
2023,11,BUKIT BATOK,,01 TO 03,65,Simplified,1986,3,368000,3,61,5661.538462,BT BATOK ST 31,309
2023,11,BUKIT BATOK,,10 TO 12,68,New Generation,1986,4,395000,3,61,5808.823529,BT BATOK ST 32,313
2023,11,BUKIT BATOK,,07 TO 09,68,New Generation,1986,5,368000,3,61,5411.764706,BT BATOK ST 33,321
2023,11,BUKIT BATOK,,04 TO 06,64,Simplified,1987,0,375000,3,63,5859.375,BT BATOK ST 33,323
2023,11,BUKIT BATOK,,04 TO 06,64,Simplified,1988,8,370000,3,63,5781.25,BT BATOK ST 34,347
2023,11,BUKIT BATOK,,01 TO 03,73,Model A,1987,8,398888,3,62,5464.219178,BT BATOK ST 34,340
2023,11,BUKIT BATOK,,07 TO 09,73,Model A,1986,5,403000,3,61,5520.547945,BT BATOK ST 34,341
2023,11,BUKIT BATOK,,01 TO 03,73,Model A,1987,7,370000,3,62,5068.493151,BT BATOK ST 52,539
2023,11,BUKIT BATOK,,01 TO 03,68,New Generation,1988,9,360000,3,63,5294.117647,BT BATOK WEST AVE 2,422
2023,11,BUKIT BATOK,,07 TO 09,73,Model A,1986,5,378000,3,61,5178.082192,BT BATOK WEST AVE 4,411
2023,11,BUKIT BATOK,,01 TO 03,73,Model A,1987,1,380000,3,63,5205.479452,BT BATOK WEST AVE 4,416
2023,11,BUKIT BATOK,,16 TO 18,67,Model A,2019,5,498000,3,94,7432.835821,BT BATOK WEST AVE 6,450A
2023,11,BUKIT BATOK,,07 TO 09,68,New Generation,1984,1,365000,3,60,5367.647059,BT BATOK WEST AVE 6,134
2023,11,BUKIT BATOK,,19 TO 21,67,Model A,2019,5,498888,3,94,7446.089552,BT BATOK WEST AVE 6,450D
2023,11,BUKIT BATOK,,10 TO 12,82,New Generation,1984,9,420000,3,59,5121.95122,BT BATOK WEST AVE 6,148
2023,11,BUKIT BATOK,,04 TO 06,68,New Generation,1984,0,320000,3,60,4705.882353,BT BATOK WEST AVE 6,136
2023,11,BUKIT BATOK,,07 TO 09,73,Model A,1985,3,415000,3,60,5684.931507,BT BATOK WEST AVE 6,127
2023,11,BUKIT BATOK,,22 TO 24,67,Model A,2019,6,485000,3,94,7238.80597,BT BATOK WEST AVE 6,450D
2023,11,BUKIT BATOK,,04 TO 06,59,Improved,1985,3,348000,3,60,5898.305085,BT BATOK WEST AVE 6,109
2023,11,BUKIT BATOK,,10 TO 12,59,Improved,1985,3,362000,3,60,6135.59322,BT BATOK WEST AVE 6,109
2023,11,BUKIT BATOK,,04 TO 06,67,Model A,2019,4,458000,3,94,6835.820896,BT BATOK WEST AVE 6,450A
2023,11,BUKIT BATOK,,04 TO 06,67,Model A,2019,6,440000,3,94,6567.164179,BT BATOK WEST AVE 8,441C
2023,11,BUKIT BATOK,,01 TO 03,67,New Generation,1985,3,350000,3,60,5223.880597,BT BATOK WEST AVE 8,175
2023,11,BUKIT BATOK,,04 TO 06,67,New Generation,1984,2,360000,3,60,5373.134328,BT BATOK WEST AVE 8,182
2023,11,BUKIT BATOK,,10 TO 12,68,Model A,2019,5,448888,3,94,6601.294118,BT BATOK WEST AVE 9,448C
2023,11,BUKIT BATOK,,04 TO 06,68,Model A,2019,5,468000,3,94,6882.352941,BT BATOK WEST AVE 9,448B
2023,11,BUKIT BATOK,,01 TO 03,104,Model A,1985,5,510000,4,60,4903.846154,BT BATOK CTRL,106
2023,11,BUKIT BATOK,,10 TO 12,93,New Generation,1985,6,472000,4,60,5075.268817,BT BATOK EAST AVE 3,229
2023,11,BUKIT BATOK,,01 TO 03,103,Model A,1985,8,468000,4,60,4543.68932,BT BATOK EAST AVE 4,263
2023,11,BUKIT BATOK,,04 TO 06,104,Model A,1985,11,508000,4,60,4884.615385,BT BATOK EAST AVE 4,266
2023,11,BUKIT BATOK,,04 TO 06,103,Model A,1985,7,475000,4,60,4611.650485,BT BATOK EAST AVE 5,250
2023,11,BUKIT BATOK,,10 TO 12,93,Model A,2019,3,680000,4,94,7311.827957,BT BATOK EAST AVE 6,292B
2023,11,BUKIT BATOK,,10 TO 12,93,Model A,2019,2,683000,4,94,7344.086022,BT BATOK EAST AVE 6,292B
2023,11,BUKIT BATOK,,28 TO 30,93,Model A,2019,3,746000,4,94,8021.505376,BT BATOK EAST AVE 6,292B
2023,11,BUKIT BATOK,,01 TO 03,114,Model A,1985,3,530000,4,60,4649.122807,BT BATOK ST 11,162
2023,11,BUKIT BATOK,,13 TO 15,92,Model A,2019,3,675000,4,94,7336.956522,BT BATOK ST 21,293B
2023,11,BUKIT BATOK,,10 TO 12,116,Model A,1985,5,590000,4,60,5086.206897,BT BATOK ST 21,209
2023,11,BUKIT BATOK,,37 TO 39,92,Model A,2019,2,813800,4,94,8845.652174,BT BATOK ST 21,293C
2023,11,BUKIT BATOK,,28 TO 30,92,Premium Apartment,2018,5,765000,4,93,8315.217391,BT BATOK ST 22,296C
2023,11,BUKIT BATOK,,10 TO 12,93,New Generation,1986,2,490000,4,61,5268.817204,BT BATOK ST 32,316
2023,11,BUKIT BATOK,,07 TO 09,93,New Generation,1986,2,468000,4,61,5032.258065,BT BATOK ST 32,316
2023,11,BUKIT BATOK,,10 TO 12,104,Model A,1987,4,520000,4,62,5000,BT BATOK ST 34,349
